braker_gene	braker_transcript	SSTP_gene	SSTP_transcript
g3579	g3579.t1	SSTP_0000839100	SSTP_0000839100.1
g358	g358.t1	SSTP_0000814600	SSTP_0000814600.1
g3580	g3580.t1	SSTP_0000839000	SSTP_0000839000.1
g3581	g3581.t1	SSTP_0000838900	SSTP_0000838900.1
g3582	g3582.t1	SSTP_0000838800	SSTP_0000838800.1
g3583	g3583.t1	SSTP_0000838700	SSTP_0000838700.1
g3584	g3584.t1	SSTP_0000838600	SSTP_0000838600.1
g3585	g3585.t1	SSTP_0000838500	SSTP_0000838500.1
g3586	g3586.t1	SSTP_0000838400	SSTP_0000838400.1
g3587	g3587.t1	SSTP_0000838200	SSTP_0000838200.1
g3588	g3588.t1	SSTP_0000838100	SSTP_0000838100.1
g3589	g3589.t1	SSTP_0000838000	SSTP_0000838000.1
g359	g359.t1	SSTP_0000814700	SSTP_0000814700.1
g3590	g3590.t1	SSTP_0000837900	SSTP_0000837900.1
g3591	g3591.t1	SSTP_0000837800	SSTP_0000837800.1
g3592	g3592.t1	SSTP_0000837700	SSTP_0000837700.1
g3593	g3593.t1	SSTP_0000837600	SSTP_0000837600.1
g3594	g3594.t1	SSTP_0000837500	SSTP_0000837500.1
g3595	g3595.t1	SSTP_0000837400	SSTP_0000837400.1
g3596	g3596.t1	SSTP_0000836800	SSTP_0000836800.1
g3597	g3597.t1	SSTP_0000837100	SSTP_0000837100.1
g3598	g3598.t1	SSTP_0000836900	SSTP_0000836900.1
g3599	g3599.t1	SSTP_0000836700	SSTP_0000836700.1
g36	g36.t1	SSTP_0001046800	SSTP_0001046800.1
g360	g360.t1	SSTP_0000814800	SSTP_0000814800.1
g3600	g3600.t1	SSTP_0000836600	SSTP_0000836600.1
g3601	g3601.t1	SSTP_0000836500	SSTP_0000836500.1
g3602	g3602.t1	SSTP_0000836300	SSTP_0000836300.1
g3603	g3603.t1	SSTP_0000836200	SSTP_0000836200.1
g3604	g3604.t1	SSTP_0000836100	SSTP_0000836100.1
g3605	g3605.t1	SSTP_0000836000	SSTP_0000836000.1
g3606	g3606.t1	SSTP_0000294900	SSTP_0000294900.1
g3607	g3607.t1	SSTP_0000835900	SSTP_0000835900.1
g3607	g3607.t2	SSTP_0000835800	SSTP_0000835800.1
g3607	g3607.t3	SSTP_0000835900	SSTP_0000835900.1
g3608	g3608.t1	SSTP_0000835700	SSTP_0000835700.1
g3609	g3609.t1	SSTP_0000835600	SSTP_0000835600.1
g361	g361.t1	SSTP_0000814900	SSTP_0000814900.1
g3610	g3610.t1	SSTP_0000835500	SSTP_0000835500.1
g3611	g3611.t1	SSTP_0000835400	SSTP_0000835400.1
g3612	g3612.t1	SSTP_0000835300	SSTP_0000835300.1
g3613	g3613.t1	SSTP_0000835200	SSTP_0000835200.1
g3614	g3614.t1	SSTP_0000835100	SSTP_0000835100.1
g3615	g3615.t1	SSTP_0000835000	SSTP_0000835000.1
g3616	g3616.t1	SSTP_0000834900	SSTP_0000834900.1
g3617	g3617.t1	SSTP_0000834800	SSTP_0000834800.1
g3618	g3618.t1	SSTP_0000834700	SSTP_0000834700.1
g3619	g3619.t1	SSTP_0000834600	SSTP_0000834600.1
g362	g362.t1	SSTP_0000815000	SSTP_0000815000.1
g3620	g3620.t1	SSTP_0000834500	SSTP_0000834500.1
g3621	g3621.t1	SSTP_0000834400	SSTP_0000834400.1
g3622	g3622.t1	SSTP_0000834300	SSTP_0000834300.1
g3623	g3623.t1	SSTP_0000834200	SSTP_0000834200.1
g3624	g3624.t1	SSTP_0000834200	SSTP_0000834200.1
g3625	g3625.t1	SSTP_0000834100	SSTP_0000834100.1
g3626	g3626.t1	SSTP_0000834000	SSTP_0000834000.1
g3627	g3627.t1	SSTP_0000833710	SSTP_0000833710.1
g3628	g3628.t1	SSTP_0001150800	SSTP_0001150800.1
g3629	g3629.t1	SSTP_0001150800	SSTP_0001150800.1
g363	g363.t1	SSTP_0000815100	SSTP_0000815100.1
g3630	g3630.t1	SSTP_0000829500	SSTP_0000829500.1
g3631	g3631.t1	SSTP_0001150700	SSTP_0001150700.1
g3632	g3632.t1	SSTP_0000833700	SSTP_0000833700.1
g3633	g3633.t1	SSTP_0000868400	SSTP_0000868400.1
g3634	g3634.t1	SSTP_0000868400	SSTP_0000868400.1
g3635	g3635.t1	SSTP_0000868200	SSTP_0000868200.1
g3636	g3636.t1	SSTP_0001213750	SSTP_0001213750.1
g3637	g3637.t1	SSTP_0000636000	SSTP_0000636000.1
g3638	g3638.t1	SSTP_0000868000	SSTP_0000868000.1
g3639	g3639.t1	SSTP_0000483500	SSTP_0000483500.1
g364	g364.t1	SSTP_0000815200	SSTP_0000815200.1
g3640	g3640.t1	SSTP_0000829510	SSTP_0000829510.1
g3641	g3641.t1	SSTP_0000483600	SSTP_0000483600.1
g3642	g3642.t1	SSTP_0000483700	SSTP_0000483700.1
g3643	g3643.t1	SSTP_0000483800	SSTP_0000483800.1
g3644	g3644.t1	SSTP_0000484100	SSTP_0000484100.1
g3645	g3645.t1	SSTP_0000484200	SSTP_0000484200.1
g3646	g3646.t1	SSTP_0000484300	SSTP_0000484300.1
g3646	g3646.t2	SSTP_0000484300	SSTP_0000484300.1
g3647	g3647.t1	SSTP_0000484400	SSTP_0000484400.1
g3647	g3647.t2	SSTP_0000484400	SSTP_0000484400.1
g3648	g3648.t1	SSTP_0000484500	SSTP_0000484500.1
g3649	g3649.t1	SSTP_0000484600	SSTP_0000484600.1
g365	g365.t1	SSTP_0000815400	SSTP_0000815400.1
g3650	g3650.t1	SSTP_0000484700	SSTP_0000484700.1
g3651	g3651.t1	SSTP_0000484800	SSTP_0000484800.1
g3652	g3652.t1	SSTP_0000484900	SSTP_0000484900.1
g3653	g3653.t1	SSTP_0000485000	SSTP_0000485000.1
g3654	g3654.t1	SSTP_0000485100	SSTP_0000485100.1
g3655	g3655.t1	SSTP_0000485200	SSTP_0000485200.1
g3656	g3656.t1	SSTP_0000485300	SSTP_0000485300.1
g3657	g3657.t1	SSTP_0000485400	SSTP_0000485400.1
g3658	g3658.t1	SSTP_0000903900	SSTP_0000903900.1
g3659	g3659.t1	SSTP_0000074700	SSTP_0000074700.1
g366	g366.t1	SSTP_0000815500	SSTP_0000815500.1
g3660	g3660.t1	SSTP_0000635900	SSTP_0000635900.1
g3661	g3661.t1	SSTP_0000635800	SSTP_0000635800.1
g3662	g3662.t1	SSTP_0000635700	SSTP_0000635700.1
g3663	g3663.t1	SSTP_0000635500	SSTP_0000635500.1
g3664	g3664.t1	SSTP_0000635400	SSTP_0000635400.1
g3665	g3665.t1	SSTP_0000635300	SSTP_0000635300.1
g3666	g3666.t1	SSTP_0000635200	SSTP_0000635200.1
g3667	g3667.t1	SSTP_0000635150	SSTP_0000635150.1
g3668	g3668.t1	SSTP_0000635100	SSTP_0000635100.1
g3669	g3669.t1	SSTP_0000635000	SSTP_0000635000.1
g367	g367.t1	SSTP_0000815600	SSTP_0000815600.1
g3670	g3670.t1	SSTP_0000634900	SSTP_0000634900.1
g3671	g3671.t1	SSTP_0000634800	SSTP_0000634800.1
g3672	g3672.t1	SSTP_0000634700	SSTP_0000634700.1
g3673	g3673.t1	SSTP_0000634600	SSTP_0000634600.1
g3674	g3674.t1	SSTP_0000634500	SSTP_0000634500.1
g3675	g3675.t1	SSTP_0000634400	SSTP_0000634400.1
g3676	g3676.t1	SSTP_0000634300	SSTP_0000634300.1
g3677	g3677.t1	SSTP_0000634200	SSTP_0000634200.1
g3678	g3678.t1	SSTP_0000634100	SSTP_0000634100.1
g3679	g3679.t1	SSTP_0000634000	SSTP_0000634000.1
g368	g368.t1	SSTP_0000815700	SSTP_0000815700.1
g3680	g3680.t1	SSTP_0000633900	SSTP_0000633900.1
g3681	g3681.t1	SSTP_0000633800	SSTP_0000633800.1
g3681	g3681.t2	SSTP_0000633800	SSTP_0000633800.1
g3681	g3681.t3	SSTP_0000633800	SSTP_0000633800.1
g3682	g3682.t1	SSTP_0000633700	SSTP_0000633700.1
g3683	g3683.t1	SSTP_0000633600	SSTP_0000633600.1
g3684	g3684.t1	SSTP_0000633500	SSTP_0000633500.1
g3685	g3685.t1	SSTP_0000633400	SSTP_0000633400.1
g3686	g3686.t1	SSTP_0000620400	SSTP_0000620400.1
g3687	g3687.t1	SSTP_0000620500	SSTP_0000620500.1
g3688	g3688.t1	SSTP_0000620600	SSTP_0000620600.1
g3689	g3689.t1	SSTP_0000620700	SSTP_0000620700.1
g3689	g3689.t2	SSTP_0000620700	SSTP_0000620700.1
g369	g369.t1	SSTP_0000815800	SSTP_0000815800.1
g3690	g3690.t1	SSTP_0000620800	SSTP_0000620800.1
g3691	g3691.t1	SSTP_0000620900	SSTP_0000620900.1
g3692	g3692.t1	SSTP_0000621000	SSTP_0000621000.1
g3693	g3693.t1	SSTP_0000621100	SSTP_0000621100.1
g3694	g3694.t1	SSTP_0000621200	SSTP_0000621200.1
g3695	g3695.t1	SSTP_0000621300	SSTP_0000621300.1
g3696	g3696.t1	SSTP_0000621400	SSTP_0000621400.1
g3697	g3697.t1	SSTP_0000621500	SSTP_0000621500.1
g3697	g3697.t2	SSTP_0000621500	SSTP_0000621500.1
g3698	g3698.t1	SSTP_0000621600	SSTP_0000621600.1
g3699	g3699.t1	SSTP_0000621700	SSTP_0000621700.1
g37	g37.t1	SSTP_0001046900	SSTP_0001046900.1
g370	g370.t1	SSTP_0000816000	SSTP_0000816000.1
g3700	g3700.t1	SSTP_0000621800	SSTP_0000621800.1
g3701	g3701.t1	SSTP_0000621900	SSTP_0000621900.1
g3702	g3702.t1	SSTP_0000622000	SSTP_0000622000.1
g3703	g3703.t1	SSTP_0000622100	SSTP_0000622100.1
g3704	g3704.t1	SSTP_0000622200	SSTP_0000622200.1
g3705	g3705.t1	SSTP_0000622300	SSTP_0000622300.1
g3706	g3706.t1	SSTP_0000622400	SSTP_0000622400.1
g3707	g3707.t1	SSTP_0000622500	SSTP_0000622500.1
g3708	g3708.t1	SSTP_0000622600	SSTP_0000622600.1
g3709	g3709.t1	SSTP_0000622700	SSTP_0000622700.1
g3709	g3709.t2	SSTP_0000622700	SSTP_0000622700.1
g371	g371.t1	SSTP_0000816100	SSTP_0000816100.1
g3710	g3710.t1	SSTP_0000622800	SSTP_0000622800.1
g3711	g3711.t1	SSTP_0000622900	SSTP_0000622900.1
g3712	g3712.t1	SSTP_0000623000	SSTP_0000623000.1
g3713	g3713.t1	SSTP_0000623100	SSTP_0000623100.1
g3714	g3714.t1	SSTP_0000623200	SSTP_0000623200.1
g3715	g3715.t1	SSTP_0000623300	SSTP_0000623300.1
g3716	g3716.t1	SSTP_0000623400	SSTP_0000623400.1
g3717	g3717.t1	SSTP_0000623500	SSTP_0000623500.1
g3718	g3718.t1	SSTP_0000623600	SSTP_0000623600.1
g3719	g3719.t1	SSTP_0000623700	SSTP_0000623700.1
g372	g372.t1	SSTP_0000816200	SSTP_0000816200.1
g3720	g3720.t1	SSTP_0000623800	SSTP_0000623800.1
g3721	g3721.t1	SSTP_0000623900	SSTP_0000623900.1
g3722	g3722.t1	SSTP_0000624000	SSTP_0000624000.1
g3723	g3723.t1	SSTP_0000624200	SSTP_0000624200.1
g3724	g3724.t1	SSTP_0000624300	SSTP_0000624300.1
g3725	g3725.t1	SSTP_0000624400	SSTP_0000624400.1
g3725	g3725.t2	SSTP_0000624400	SSTP_0000624400.1
g3726	g3726.t1	SSTP_0000624500	SSTP_0000624500.1
g3726	g3726.t2	SSTP_0000624500	SSTP_0000624500.1
g3727	g3727.t1	SSTP_0000624600	SSTP_0000624600.1
g3728	g3728.t1	SSTP_0000624700	SSTP_0000624700.1
g3729	g3729.t1	SSTP_0000624800	SSTP_0000624800.1
g373	g373.t1	SSTP_0000816300	SSTP_0000816300.1
g3730	g3730.t1	SSTP_0000624900	SSTP_0000624900.1
g3731	g3731.t1	SSTP_0000625000	SSTP_0000625000.1
g3731	g3731.t2	SSTP_0000625000	SSTP_0000625000.1
g3732	g3732.t1	SSTP_0000625100	SSTP_0000625100.1
g3733	g3733.t1	SSTP_0000625200	SSTP_0000625200.1
g3734	g3734.t1	SSTP_0000625300	SSTP_0000625300.1
g3735	g3735.t1	SSTP_0000625400	SSTP_0000625400.1
g3736	g3736.t1	SSTP_0000625500	SSTP_0000625500.1
g3737	g3737.t1	SSTP_0000625600	SSTP_0000625600.1
g3738	g3738.t1	SSTP_0000625700	SSTP_0000625700.1
g3739	g3739.t1	SSTP_0000625800	SSTP_0000625800.1
g374	g374.t1	SSTP_0000816400	SSTP_0000816400.1
g3740	g3740.t1	SSTP_0000625900	SSTP_0000625900.1
g3740	g3740.t2	SSTP_0000625900	SSTP_0000625900.1
g3741	g3741.t1	SSTP_0000626000	SSTP_0000626000.1
g3742	g3742.t1	SSTP_0000626100	SSTP_0000626100.1
g3742	g3742.t2	SSTP_0000626100	SSTP_0000626100.1
g3743	g3743.t1	SSTP_0000626200	SSTP_0000626200.1
g3744	g3744.t1	SSTP_0000626300	SSTP_0000626300.1
g3745	g3745.t1	SSTP_0000626400	SSTP_0000626400.1
g3746	g3746.t1	SSTP_0001288100	SSTP_0001288100.1
g3747	g3747.t1	SSTP_0001288200	SSTP_0001288200.1
g3748	g3748.t1	SSTP_0000626600	SSTP_0000626600.1
g3749	g3749.t1	SSTP_0000626700	SSTP_0000626700.1
g375	g375.t1	SSTP_0000816500	SSTP_0000816500.1
g3750	g3750.t1	SSTP_0000626800	SSTP_0000626800.1
g3751	g3751.t1	SSTP_0000626900	SSTP_0000626900.1
g3751	g3751.t2	SSTP_0000626900	SSTP_0000626900.1
g3752	g3752.t1	SSTP_0000627000	SSTP_0000627000.1
g3753	g3753.t1	SSTP_0000627100	SSTP_0000627100.1
g3754	g3754.t1	SSTP_0000627200	SSTP_0000627200.1
g3754	g3754.t2	SSTP_0000627200	SSTP_0000627200.1
g3755	g3755.t1	SSTP_0000627300	SSTP_0000627300.1
g3756	g3756.t1	SSTP_0000627400	SSTP_0000627400.1
g3757	g3757.t1	SSTP_0000627500	SSTP_0000627500.1
g3758	g3758.t1	SSTP_0000627600	SSTP_0000627600.1
g3759	g3759.t1	SSTP_0000627700	SSTP_0000627700.1
g376	g376.t1	SSTP_0000816600	SSTP_0000816600.1
g3760	g3760.t1	SSTP_0000627800	SSTP_0000627800.1
g3761	g3761.t1	SSTP_0000627900	SSTP_0000627900.1
g3762	g3762.t1	SSTP_0000628000	SSTP_0000628000.1
g3763	g3763.t1	SSTP_0000628100	SSTP_0000628100.1
g3764	g3764.t1	SSTP_0000628200	SSTP_0000628200.1
g3765	g3765.t1	SSTP_0000628300	SSTP_0000628300.1
g3766	g3766.t1	SSTP_0000628400	SSTP_0000628400.1
g3767	g3767.t1	SSTP_0000628500	SSTP_0000628500.1
g3768	g3768.t1	SSTP_0000628600	SSTP_0000628600.1
g3769	g3769.t1	SSTP_0000628700	SSTP_0000628700.1
g3769	g3769.t2	SSTP_0000628700	SSTP_0000628700.1
g377	g377.t1	SSTP_0000816700	SSTP_0000816700.1
g3770	g3770.t1	SSTP_0000628800	SSTP_0000628800.1
g3771	g3771.t1	SSTP_0000628900	SSTP_0000628900.1
g3772	g3772.t1	SSTP_0000629000	SSTP_0000629000.1
g3773	g3773.t1	SSTP_0000629100	SSTP_0000629100.1
g3774	g3774.t1	SSTP_0000629200	SSTP_0000629200.1
g3774	g3774.t2	SSTP_0000629200	SSTP_0000629200.1
g3774	g3774.t3	SSTP_0000629200	SSTP_0000629200.1
g3775	g3775.t1	SSTP_0000629400	SSTP_0000629400.1
g3775	g3775.t2	SSTP_0000629400	SSTP_0000629400.1
g3776	g3776.t1	SSTP_0000629500	SSTP_0000629500.1
g3777	g3777.t1	SSTP_0000532300	SSTP_0000532300.1
g3778	g3778.t1	SSTP_0000652000	SSTP_0000652000.1
g3779	g3779.t1	SSTP_0001099500	SSTP_0001099500.1
g378	g378.t1	SSTP_0000816800	SSTP_0000816800.1
g378	g378.t2	SSTP_0000816800	SSTP_0000816800.1
g3780	g3780.t1	SSTP_0001099600	SSTP_0001099600.1
g3781	g3781.t1	SSTP_0001099700	SSTP_0001099700.1
g3782	g3782.t1	SSTP_0000845500	SSTP_0000845500.1
g3783	g3783.t1	SSTP_0001043200	SSTP_0001043200.1
g3784	g3784.t1	SSTP_0001043100	SSTP_0001043100.1
g3785	g3785.t1	SSTP_0001043000	SSTP_0001043000.1
g3786	g3786.t1	SSTP_0001042950	SSTP_0001042950.1
g3787	g3787.t1	SSTP_0001042900	SSTP_0001042900.1
g3788	g3788.t1	SSTP_0001042800	SSTP_0001042800.1
g3789	g3789.t1	SSTP_0001042700	SSTP_0001042700.1
g3789	g3789.t2	SSTP_0001042700	SSTP_0001042700.1
g379	g379.t1	SSTP_0000816900	SSTP_0000816900.1
g3790	g3790.t1	SSTP_0001042600	SSTP_0001042600.1
g3791	g3791.t1	SSTP_0001042500	SSTP_0001042500.1
g3792	g3792.t1	SSTP_0001042300	SSTP_0001042300.1
g3793	g3793.t1	SSTP_0001042200	SSTP_0001042200.1
g3794	g3794.t1	SSTP_0001042100	SSTP_0001042100.1
g3795	g3795.t1	SSTP_0001042000	SSTP_0001042000.1
g3796	g3796.t1	SSTP_0001041900	SSTP_0001041900.1
g3796	g3796.t2	SSTP_0001041900	SSTP_0001041900.1
g3797	g3797.t1	SSTP_0001041700	SSTP_0001041700.1
g3798	g3798.t1	SSTP_0001041600	SSTP_0001041600.1
g3799	g3799.t1	SSTP_0001041500	SSTP_0001041500.1
g38	g38.t1	SSTP_0001046900	SSTP_0001046900.1
g380	g380.t1	SSTP_0000817000	SSTP_0000817000.1
g3800	g3800.t1	SSTP_0001041400	SSTP_0001041400.1
g3800	g3800.t2	SSTP_0001041400	SSTP_0001041400.1
g3801	g3801.t1	SSTP_0001041300	SSTP_0001041300.1
g3801	g3801.t2	SSTP_0001041300	SSTP_0001041300.1
g3802	g3802.t1	SSTP_0001041200	SSTP_0001041200.1
g3803	g3803.t1	SSTP_0001041100	SSTP_0001041100.1
g3804	g3804.t1	SSTP_0001041000	SSTP_0001041000.1
g3805	g3805.t1	SSTP_0001040800	SSTP_0001040800.1
g3806	g3806.t1	SSTP_0001040700	SSTP_0001040700.1
g3807	g3807.t1	SSTP_0001040600	SSTP_0001040600.1
g3808	g3808.t1	SSTP_0001040500	SSTP_0001040500.1
g3809	g3809.t1	SSTP_0001040400	SSTP_0001040400.1
g381	g381.t1	SSTP_0000817100	SSTP_0000817100.1
g3810	g3810.t1	SSTP_0001040300	SSTP_0001040300.1
g3811	g3811.t1	SSTP_0001040200	SSTP_0001040200.1
g3812	g3812.t1	SSTP_0001040100	SSTP_0001040100.1
g3813	g3813.t1	SSTP_0001209900	SSTP_0001209900.1
g3814	g3814.t1	SSTP_0001210000	SSTP_0001210000.1
g3815	g3815.t1	SSTP_0001210200	SSTP_0001210200.1
g3816	g3816.t1	SSTP_0001210300	SSTP_0001210300.1
g3817	g3817.t1	SSTP_0001210400	SSTP_0001210400.1
g3818	g3818.t1	SSTP_0001210500	SSTP_0001210500.1
g3819	g3819.t1	SSTP_0001210600	SSTP_0001210600.1
g382	g382.t1	SSTP_0000817200	SSTP_0000817200.1
g382	g382.t2	SSTP_0000817200	SSTP_0000817200.1
g3820	g3820.t1	SSTP_0001210700	SSTP_0001210700.1
g3821	g3821.t1	SSTP_0001210800	SSTP_0001210800.1
g3822	g3822.t1	SSTP_0001210900	SSTP_0001210900.1
g3823	g3823.t1	SSTP_0001211000	SSTP_0001211000.1
g3824	g3824.t1	SSTP_0001211100	SSTP_0001211100.1
g3825	g3825.t1	SSTP_0001211200	SSTP_0001211200.1
g3826	g3826.t1	SSTP_0001211300	SSTP_0001211300.1
g3826	g3826.t2	SSTP_0001211300	SSTP_0001211300.1
g3827	g3827.t1	SSTP_0001211400	SSTP_0001211400.1
g3828	g3828.t1	SSTP_0001211500	SSTP_0001211500.1
g3829	g3829.t1	SSTP_0001211600	SSTP_0001211600.1
g383	g383.t1	SSTP_0000817300	SSTP_0000817300.1
g3830	g3830.t1	SSTP_0001211700	SSTP_0001211700.1
g3831	g3831.t1	SSTP_0001211800	SSTP_0001211800.1
g3832	g3832.t1	SSTP_0001211900	SSTP_0001211900.1
g3833	g3833.t1	SSTP_0001212000	SSTP_0001212000.1
g3834	g3834.t1	SSTP_0001212100	SSTP_0001212100.1
g3835	g3835.t1	SSTP_0001212200	SSTP_0001212200.1
g3836	g3836.t1	SSTP_0001212300	SSTP_0001212300.1
g3837	g3837.t1	SSTP_0001212400	SSTP_0001212400.1
g3838	g3838.t1	SSTP_0001212600	SSTP_0001212600.1
g3839	g3839.t1	SSTP_0001212800	SSTP_0001212800.1
g384	g384.t1	SSTP_0000817400	SSTP_0000817400.1
g3840	g3840.t1	SSTP_0001212900	SSTP_0001212900.1
g3841	g3841.t1	SSTP_0001213000	SSTP_0001213000.1
g3842	g3842.t1	SSTP_0001213100	SSTP_0001213100.1
g3843	g3843.t1	SSTP_0001213200	SSTP_0001213200.1
g3843	g3843.t2	SSTP_0001213200	SSTP_0001213200.1
g3844	g3844.t1	SSTP_0001213300	SSTP_0001213300.1
g3845	g3845.t1	SSTP_0001213400	SSTP_0001213400.1
g3846	g3846.t1	SSTP_0001213750	SSTP_0001213750.1
g3847	g3847.t1	SSTP_0000483384	SSTP_0000483384.1
g3848	g3848.t1	SSTP_0000007300	SSTP_0000007300.1
g3849	g3849.t1	SSTP_0001143316	SSTP_0001143316.1
g385	g385.t1	SSTP_0000817500	SSTP_0000817500.1
g3850	g3850.t1	SSTP_0000278700	SSTP_0000278700.1
g3851	g3851.t1	SSTP_0001283800	SSTP_0001283800.1
g3852	g3852.t1	SSTP_0001073900	SSTP_0001073900.1
g3853	g3853.t1	SSTP_0001284600	SSTP_0001284600.1
g3854	g3854.t1	SSTP_0001020000	SSTP_0001020000.1
g3855	g3855.t1	SSTP_0001019900	SSTP_0001019900.1
g3856	g3856.t1	SSTP_0001019700	SSTP_0001019700.1
g3857	g3857.t1	SSTP_0001019500	SSTP_0001019500.1
g3858	g3858.t1	SSTP_0001019400	SSTP_0001019400.1
g3859	g3859.t1	SSTP_0001019300	SSTP_0001019300.1
g386	g386.t1	SSTP_0000817600	SSTP_0000817600.1
g3860	g3860.t1	SSTP_0001019200	SSTP_0001019200.1
g3861	g3861.t1	SSTP_0001019100	SSTP_0001019100.1
g3862	g3862.t1	SSTP_0001019000	SSTP_0001019000.1
g3862	g3862.t2	SSTP_0001019000	SSTP_0001019000.1
g3863	g3863.t1	SSTP_0001018900	SSTP_0001018900.1
g3863	g3863.t2	SSTP_0001018900	SSTP_0001018900.1
g3864	g3864.t1	SSTP_0001018800	SSTP_0001018800.1
g3865	g3865.t1	SSTP_0001018700	SSTP_0001018700.1
g3866	g3866.t1	SSTP_0001018700	SSTP_0001018700.1
g3867	g3867.t1	SSTP_0001018600	SSTP_0001018600.1
g3868	g3868.t1	SSTP_0001018500	SSTP_0001018500.1
g3869	g3869.t1	SSTP_0001018400	SSTP_0001018400.1
g387	g387.t1	SSTP_0000817700	SSTP_0000817700.1
g3870	g3870.t1	SSTP_0001018300	SSTP_0001018300.1
g3870	g3870.t2	SSTP_0001018300	SSTP_0001018300.1
g3871	g3871.t1	SSTP_0001018100	SSTP_0001018100.1
g3871	g3871.t2	SSTP_0001018100	SSTP_0001018100.1
g3872	g3872.t1	SSTP_0001018000	SSTP_0001018000.1
g3873	g3873.t1	SSTP_0001017900	SSTP_0001017900.1
g3874	g3874.t1	SSTP_0001017800	SSTP_0001017800.1
g3875	g3875.t1	SSTP_0001017700	SSTP_0001017700.1
g3876	g3876.t1	SSTP_0001017600	SSTP_0001017600.1
g3877	g3877.t1	SSTP_0001017500	SSTP_0001017500.1
g3878	g3878.t1	SSTP_0001017400	SSTP_0001017400.1
g3879	g3879.t1	SSTP_0001017300	SSTP_0001017300.1
g388	g388.t1	SSTP_0000817800	SSTP_0000817800.1
g3880	g3880.t1	SSTP_0000884500	SSTP_0000884500.1
g3880	g3880.t2	SSTP_0000664400	SSTP_0000664400.1
g3880	g3880.t3	SSTP_0000884500	SSTP_0000884500.1
g3881	g3881.t1	SSTP_0000884600	SSTP_0000884600.1
g3882	g3882.t1	SSTP_0001017100	SSTP_0001017100.1
g3883	g3883.t1	SSTP_0001017000	SSTP_0001017000.1
g3884	g3884.t1	SSTP_0001016900	SSTP_0001016900.1
g3885	g3885.t1	SSTP_0001016800	SSTP_0001016800.1
g3886	g3886.t1	SSTP_0001016700	SSTP_0001016700.1
g3887	g3887.t1	SSTP_0001016500	SSTP_0001016500.1
g3888	g3888.t1	SSTP_0001016400	SSTP_0001016400.1
g3889	g3889.t1	SSTP_0001016300	SSTP_0001016300.1
g389	g389.t1	SSTP_0000817900	SSTP_0000817900.1
g3890	g3890.t1	SSTP_0001016200	SSTP_0001016200.1
g3891	g3891.t1	SSTP_0001016000	SSTP_0001016000.1
g3892	g3892.t1	SSTP_0001015900	SSTP_0001015900.1
g3893	g3893.t1	SSTP_0001015700	SSTP_0001015700.1
g3894	g3894.t1	SSTP_0001015600	SSTP_0001015600.1
g3895	g3895.t1	SSTP_0001015500	SSTP_0001015500.1
g3896	g3896.t1	SSTP_0001015400	SSTP_0001015400.1
g3897	g3897.t1	SSTP_0001015300	SSTP_0001015300.1
g3898	g3898.t1	SSTP_0001015200	SSTP_0001015200.1
g3899	g3899.t1	SSTP_0001015100	SSTP_0001015100.1
g39	g39.t1	SSTP_0001047000	SSTP_0001047000.1
g390	g390.t1	SSTP_0000818000	SSTP_0000818000.1
g390	g390.t2	SSTP_0000818000	SSTP_0000818000.1
g3900	g3900.t1	SSTP_0001015000	SSTP_0001015000.1
g3901	g3901.t1	SSTP_0001014900	SSTP_0001014900.1
g3902	g3902.t1	SSTP_0001014800	SSTP_0001014800.1
g3903	g3903.t1	SSTP_0001014600	SSTP_0001014600.1
g3904	g3904.t1	SSTP_0001014500	SSTP_0001014500.1
g3905	g3905.t1	SSTP_0000811700	SSTP_0000811700.1
g3906	g3906.t1	SSTP_0000480100	SSTP_0000480100.1
g3907	g3907.t1	SSTP_0000480000	SSTP_0000480000.1
g3908	g3908.t1	SSTP_0001235100	SSTP_0001235100.1
g3909	g3909.t1	SSTP_0000479900	SSTP_0000479900.1
g391	g391.t1	SSTP_0001207700	SSTP_0001207700.1
g3910	g3910.t1	SSTP_0000479800	SSTP_0000479800.1
g3911	g3911.t1	SSTP_0000479700	SSTP_0000479700.1
g3912	g3912.t1	SSTP_0000479600	SSTP_0000479600.1
g3913	g3913.t1	SSTP_0000479500	SSTP_0000479500.1
g3914	g3914.t1	SSTP_0000479400	SSTP_0000479400.1
g3915	g3915.t1	SSTP_0000479400	SSTP_0000479400.1
g3916	g3916.t1	SSTP_0000479300	SSTP_0000479300.1
g3917	g3917.t1	SSTP_0000532400	SSTP_0000532400.1
g3918	g3918.t1	SSTP_0000479000	SSTP_0000479000.1
g3918	g3918.t2	SSTP_0000479000	SSTP_0000479000.1
g3919	g3919.t1	SSTP_0000478900	SSTP_0000478900.1
g392	g392.t1	SSTP_0000818200	SSTP_0000818200.1
g3920	g3920.t1	SSTP_0000478800	SSTP_0000478800.1
g3921	g3921.t1	SSTP_0000478600	SSTP_0000478600.1
g3922	g3922.t1	SSTP_0000478500	SSTP_0000478500.1
g3923	g3923.t1	SSTP_0000478400	SSTP_0000478400.1
g3924	g3924.t1	SSTP_0000478300	SSTP_0000478300.1
g3924	g3924.t2	SSTP_0000478300	SSTP_0000478300.1
g3925	g3925.t1	SSTP_0000478200	SSTP_0000478200.1
g3926	g3926.t1	SSTP_0000478100	SSTP_0000478100.1
g3927	g3927.t1	SSTP_0000478000	SSTP_0000478000.1
