Sster_gene	Sster_mRNA	Sster_transcript	SSTP_gene	SSTP_transcript
XLOC_004400	TCONS_00006232	TCONS_00006232.p1	SSTP_0000167900	SSTP_0000167900.1
XLOC_004400	TCONS_00006233	TCONS_00006233.p1	SSTP_0000168000	SSTP_0000168000.1
XLOC_004400	TCONS_00010777	TCONS_00010777.p1	SSTP_0000168000	SSTP_0000168000.1
XLOC_004401	TCONS_00006234	TCONS_00006234.p1	SSTP_0000168200	SSTP_0000168200.1
XLOC_004402	TCONS_00006235	TCONS_00006235.p1	SSTP_0000168300	SSTP_0000168300.1
XLOC_004403	TCONS_00006236	TCONS_00006236.p1	SSTP_0000168500	SSTP_0000168500.1
XLOC_004404	TCONS_00010778	TCONS_00010778.p1	SSTP_0000168550	SSTP_0000168550.1
XLOC_004405	TCONS_00006237	TCONS_00006237.p1	SSTP_0000168600	SSTP_0000168600.1
XLOC_004406	TCONS_00006238	TCONS_00006238.p1	SSTP_0000168800	SSTP_0000168800.1
XLOC_004406	TCONS_00006239	TCONS_00006239.p1	SSTP_0000168900	SSTP_0000168900.1
XLOC_004406	TCONS_00010779	TCONS_00010779.p1	SSTP_0000168800	SSTP_0000168800.1
XLOC_004407	TCONS_00006240	TCONS_00006240.p1	SSTP_0000169000	SSTP_0000169000.1
XLOC_004408	TCONS_00006241	TCONS_00006241.p1	SSTP_0000169100	SSTP_0000169100.1
XLOC_004409	TCONS_00006242	TCONS_00006242.p1	SSTP_0000169200	SSTP_0000169200.1
XLOC_004409	TCONS_00010780	TCONS_00010780.p1	SSTP_0000169200	SSTP_0000169200.1
XLOC_004410	TCONS_00006243	TCONS_00006243.p1	SSTP_0000169300	SSTP_0000169300.1
XLOC_004411	TCONS_00006244	TCONS_00006244.p1	SSTP_0000169900	SSTP_0000169900.1
XLOC_004411	TCONS_00006245	TCONS_00006245.p1	SSTP_0000169900	SSTP_0000169900.1
XLOC_004411	TCONS_00006246	TCONS_00006246.p1	SSTP_0000170100	SSTP_0000170100.1
XLOC_004411	TCONS_00006247	TCONS_00006247.p1	SSTP_0000170300	SSTP_0000170300.1
XLOC_004411	TCONS_00006248	TCONS_00006248.p1	SSTP_0000170300	SSTP_0000170300.1
XLOC_004411	TCONS_00010781	TCONS_00010781.p1	SSTP_0000169900	SSTP_0000169900.1
XLOC_004412	TCONS_00006249	TCONS_00006249.p1	SSTP_0000170500	SSTP_0000170500.1
XLOC_004412	TCONS_00010782	TCONS_00010782.p1	SSTP_0000170500	SSTP_0000170500.1
XLOC_004413	TCONS_00006250	TCONS_00006250.p1	SSTP_0000170600	SSTP_0000170600.1
XLOC_004414	TCONS_00006251	TCONS_00006251.p1	SSTP_0000170900	SSTP_0000170900.1
XLOC_004415	TCONS_00006252	TCONS_00006252.p1	SSTP_0000171000	SSTP_0000171000.1
XLOC_004416	TCONS_00006253	TCONS_00006253.p1	SSTP_0000171200	SSTP_0000171200.1
XLOC_004417	TCONS_00006254	TCONS_00006254.p1	SSTP_0000171400	SSTP_0000171400.1
XLOC_004418	TCONS_00006255	TCONS_00006255.p1	SSTP_0000171900	SSTP_0000171900.1
XLOC_004418	TCONS_00010783	TCONS_00010783.p1	SSTP_0000171900	SSTP_0000171900.1
XLOC_004419	TCONS_00006256	TCONS_00006256.p1	SSTP_0000172300	SSTP_0000172300.1
XLOC_004420	TCONS_00006257	TCONS_00006257.p1	SSTP_0000172500	SSTP_0000172500.1
XLOC_004421	TCONS_00006258	TCONS_00006258.p1	SSTP_0000172600	SSTP_0000172600.1
XLOC_004422	TCONS_00006259	TCONS_00006259.p1	SSTP_0000173000	SSTP_0000173000.1
XLOC_004423	TCONS_00006260	TCONS_00006260.p1	SSTP_0000173200	SSTP_0000173200.1
XLOC_004423	TCONS_00010784	TCONS_00010784.p1	SSTP_0000173200	SSTP_0000173200.1
XLOC_004424	TCONS_00006261	TCONS_00006261.p1	SSTP_0000173600	SSTP_0000173600.1
XLOC_004425	TCONS_00006262	TCONS_00006262.p1	SSTP_0000173800	SSTP_0000173800.1
XLOC_004426	TCONS_00006263	TCONS_00006263.p1	SSTP_0000174000	SSTP_0000174000.1
XLOC_004427	TCONS_00006264	TCONS_00006264.p1	SSTP_0001174400	SSTP_0001174400.1
XLOC_004427	TCONS_00006265	TCONS_00006265.p1	SSTP_0000174300	SSTP_0000174300.1
XLOC_004427	TCONS_00010785	TCONS_00010785.p1	SSTP_0000174300	SSTP_0000174300.1
XLOC_004428	TCONS_00006266	TCONS_00006266.p1	SSTP_0000174500	SSTP_0000174500.1
XLOC_004429	TCONS_00006267	TCONS_00006267.p1	SSTP_0000174800	SSTP_0000174800.1
XLOC_004429	TCONS_00010786	TCONS_00010786.p1	SSTP_0000174800	SSTP_0000174800.1
XLOC_004430	TCONS_00006268	TCONS_00006268.p1	SSTP_0000174900	SSTP_0000174900.1
XLOC_004431	TCONS_00006269	TCONS_00006269.p1	SSTP_0000175100	SSTP_0000175100.1
XLOC_004431	TCONS_00010787	TCONS_00010787.p1	SSTP_0000175100	SSTP_0000175100.1
XLOC_004432	TCONS_00006270	TCONS_00006270.p1	SSTP_0000175300	SSTP_0000175300.1
XLOC_004433	TCONS_00006271	TCONS_00006271.p1	SSTP_0000175400	SSTP_0000175400.1
XLOC_004434	TCONS_00006272	TCONS_00006272.p1	SSTP_0000175600	SSTP_0000175600.1
XLOC_004434	TCONS_00006273	TCONS_00006273.p1	SSTP_0000175700	SSTP_0000175700.1
XLOC_004434	TCONS_00006274	TCONS_00006274.p1	SSTP_0000175900	SSTP_0000175900.1
XLOC_004434	TCONS_00010788	TCONS_00010788.p1	SSTP_0000175800	SSTP_0000175800.1
XLOC_004434	TCONS_00010789	TCONS_00010789.p1	SSTP_0000175900	SSTP_0000175900.1
XLOC_004435	TCONS_00006275	TCONS_00006275.p1	SSTP_0000176300	SSTP_0000176300.1
XLOC_004435	TCONS_00010790	TCONS_00010790.p1	SSTP_0000176300	SSTP_0000176300.1
XLOC_004435	TCONS_00010791	TCONS_00010791.p1	SSTP_0000176400	SSTP_0000176400.1
XLOC_004436	TCONS_00006276	TCONS_00006276.p1	SSTP_0000176600	SSTP_0000176600.1
XLOC_004437	TCONS_00006277	TCONS_00006277.p1	SSTP_0000176800	SSTP_0000176800.1
XLOC_004437	TCONS_00010792	TCONS_00010792.p1	SSTP_0000176800	SSTP_0000176800.1
XLOC_004438	TCONS_00006278	TCONS_00006278.p1	SSTP_0000177500	SSTP_0000177500.1
XLOC_004439	TCONS_00006279	TCONS_00006279.p1	SSTP_0000177700	SSTP_0000177700.1
XLOC_004440	TCONS_00006280	TCONS_00006280.p1	SSTP_0000178000	SSTP_0000178000.1
XLOC_004440	TCONS_00010793	TCONS_00010793.p1	SSTP_0000178000	SSTP_0000178000.1
XLOC_004441	TCONS_00006281	TCONS_00006281.p1	SSTP_0000178300	SSTP_0000178300.1
XLOC_004441	TCONS_00010794	TCONS_00010794.p1	SSTP_0000178300	SSTP_0000178300.1
XLOC_004442	TCONS_00006282	TCONS_00006282.p1	SSTP_0000178500	SSTP_0000178500.1
XLOC_004443	TCONS_00006283	TCONS_00006283.p1	SSTP_0000178800	SSTP_0000178800.1
XLOC_004443	TCONS_00010795	TCONS_00010795.p1	SSTP_0000178800	SSTP_0000178800.1
XLOC_004444	TCONS_00006284	TCONS_00006284.p1	SSTP_0000178900	SSTP_0000178900.1
XLOC_004444	TCONS_00006285	TCONS_00006285.p1	SSTP_0000179000	SSTP_0000179000.1
XLOC_004444	TCONS_00006286	TCONS_00006286.p1	SSTP_0000179200	SSTP_0000179200.1
XLOC_004444	TCONS_00006287	TCONS_00006287.p1	SSTP_0000179200	SSTP_0000179200.1
XLOC_004444	TCONS_00010796	TCONS_00010796.p1	SSTP_0000179200	SSTP_0000179200.1
XLOC_004445	TCONS_00006288	TCONS_00006288.p1	SSTP_0000179500	SSTP_0000179500.1
XLOC_004446	TCONS_00006289	TCONS_00006289.p1	SSTP_0000179600	SSTP_0000179600.1
XLOC_004447	TCONS_00006290	TCONS_00006290.p1	SSTP_0000179700	SSTP_0000179700.1
XLOC_004448	TCONS_00006291	TCONS_00006291.p1	SSTP_0000179900	SSTP_0000179900.1
XLOC_004449	TCONS_00006292	TCONS_00006292.p1	SSTP_0000180000	SSTP_0000180000.1
XLOC_004449	TCONS_00010797	TCONS_00010797.p1	SSTP_0000180000	SSTP_0000180000.1
XLOC_004450	TCONS_00006293	TCONS_00006293.p1	SSTP_0000180200	SSTP_0000180200.1
XLOC_004451	TCONS_00006294	TCONS_00006294.p1	SSTP_0000180400	SSTP_0000180400.1
XLOC_004452	TCONS_00006295	TCONS_00006295.p1	SSTP_0000180700	SSTP_0000180700.1
XLOC_004453	TCONS_00006296	TCONS_00006296.p1	SSTP_0000180900	SSTP_0000180900.1
XLOC_004454	TCONS_00006297	TCONS_00006297.p1	SSTP_0000181000	SSTP_0000181000.1
XLOC_004455	TCONS_00006298	TCONS_00006298.p1	SSTP_0000181200	SSTP_0000181200.1
XLOC_004455	TCONS_00010798	TCONS_00010798.p1	SSTP_0000181200	SSTP_0000181200.1
XLOC_004456	TCONS_00006299	TCONS_00006299.p1	SSTP_0000181400	SSTP_0000181400.1
XLOC_004457	TCONS_00006300	TCONS_00006300.p1	SSTP_0000181600	SSTP_0000181600.1
XLOC_004458	TCONS_00006301	TCONS_00006301.p1	SSTP_0000181800	SSTP_0000181800.1
XLOC_004459	TCONS_00006302	TCONS_00006302.p1	SSTP_0000182000	SSTP_0000182000.1
XLOC_004460	TCONS_00006303	TCONS_00006303.p1	SSTP_0000182500	SSTP_0000182500.1
XLOC_004461	TCONS_00006304	TCONS_00006304.p1	SSTP_0000182900	SSTP_0000182900.1
XLOC_004461	TCONS_00006305	TCONS_00006305.p1	SSTP_0000183000	SSTP_0000183000.1
XLOC_004461	TCONS_00010799	TCONS_00010799.p1	SSTP_0000182900	SSTP_0000182900.1
XLOC_004462	TCONS_00006306	TCONS_00006306.p1	SSTP_0000183200	SSTP_0000183200.1
XLOC_004463	TCONS_00006307	TCONS_00006307.p1	SSTP_0000183400	SSTP_0000183400.1
XLOC_004463	TCONS_00010800	TCONS_00010800.p1	SSTP_0000183400	SSTP_0000183400.1
XLOC_004464	TCONS_00006308	TCONS_00006308.p1	SSTP_0000183600	SSTP_0000183600.1
XLOC_004464	TCONS_00010801	TCONS_00010801.p1	SSTP_0000183600	SSTP_0000183600.1
XLOC_004465	TCONS_00006309	TCONS_00006309.p1	SSTP_0000183800	SSTP_0000183800.1
XLOC_004466	TCONS_00006310	TCONS_00006310.p1	SSTP_0000183900	SSTP_0000183900.1
XLOC_004467	TCONS_00006311	TCONS_00006311.p1	SSTP_0000184000	SSTP_0000184000.1
XLOC_004467	TCONS_00010802	TCONS_00010802.p1	SSTP_0000184000	SSTP_0000184000.1
XLOC_004468	TCONS_00006312	TCONS_00006312.p1	SSTP_0000184200	SSTP_0000184200.1
XLOC_004468	TCONS_00010803	TCONS_00010803.p1	SSTP_0000184200	SSTP_0000184200.1
XLOC_004469	TCONS_00010804	TCONS_00010804.p1		
XLOC_004470	TCONS_00006313	TCONS_00006313.p1	SSTP_0000184300	SSTP_0000184300.1
XLOC_004470	TCONS_00010805	TCONS_00010805.p1	SSTP_0000184300	SSTP_0000184300.1
XLOC_004471	TCONS_00006314	TCONS_00006314.p1	SSTP_0000184500	SSTP_0000184500.1
XLOC_004471	TCONS_00010806	TCONS_00010806.p1	SSTP_0000184500	SSTP_0000184500.1
XLOC_004472	TCONS_00006315	TCONS_00006315.p1	SSTP_0000185000	SSTP_0000185000.1
XLOC_004472	TCONS_00010807	TCONS_00010807.p1	SSTP_0000185000	SSTP_0000185000.1
XLOC_004473	TCONS_00006316	TCONS_00006316.p1	SSTP_0000185200	SSTP_0000185200.1
XLOC_004474	TCONS_00006317	TCONS_00006317.p1	SSTP_0000185500	SSTP_0000185500.1
XLOC_004475	TCONS_00006318	TCONS_00006318.p1	SSTP_0000185600	SSTP_0000185600.1
XLOC_004475	TCONS_00006319	TCONS_00006319.p1	SSTP_0000185700	SSTP_0000185700.1
XLOC_004475	TCONS_00006320	TCONS_00006320.p1	SSTP_0000185800	SSTP_0000185800.1
XLOC_004475	TCONS_00010808	TCONS_00010808.p1	SSTP_0000185600	SSTP_0000185600.1
XLOC_004476	TCONS_00006321	TCONS_00006321.p1	SSTP_0000186700	SSTP_0000186700.1
XLOC_004476	TCONS_00010809	TCONS_00010809.p1	SSTP_0000186700	SSTP_0000186700.1
XLOC_004477	TCONS_00006322	TCONS_00006322.p1	SSTP_0000186800	SSTP_0000186800.1
XLOC_004477	TCONS_00010810	TCONS_00010810.p1	SSTP_0000186800	SSTP_0000186800.1
XLOC_004477	TCONS_00010811	TCONS_00010811.p1	SSTP_0000186900	SSTP_0000186900.1
XLOC_004479	TCONS_00006324	TCONS_00006324.p1	SSTP_0000187400	SSTP_0000187400.1
XLOC_004479	TCONS_00010812	TCONS_00010812.p1	SSTP_0000187450	SSTP_0000187450.1
XLOC_004480	TCONS_00006325	TCONS_00006325.p1	SSTP_0000187500	SSTP_0000187500.1
XLOC_004481	TCONS_00006326	TCONS_00006326.p1	SSTP_0000187600	SSTP_0000187600.1
XLOC_004482	TCONS_00006327	TCONS_00006327.p1	SSTP_0000187700	SSTP_0000187700.1
XLOC_004484	TCONS_00006329	TCONS_00006329.p1	SSTP_0000188100	SSTP_0000188100.1
XLOC_004484	TCONS_00010813	TCONS_00010813.p1	SSTP_0000188100	SSTP_0000188100.1
XLOC_004485	TCONS_00006330	TCONS_00006330.p1	SSTP_0000188200	SSTP_0000188200.1
XLOC_004486	TCONS_00006331	TCONS_00006331.p1	SSTP_0000188700	SSTP_0000188700.1
XLOC_004487	TCONS_00006332	TCONS_00006332.p1	SSTP_0000189100	SSTP_0000189100.1
XLOC_004487	TCONS_00010814	TCONS_00010814.p1	SSTP_0000189100	SSTP_0000189100.1
XLOC_004488	TCONS_00006333	TCONS_00006333.p1	SSTP_0000189300	SSTP_0000189300.1
XLOC_004489	TCONS_00006334	TCONS_00006334.p1	SSTP_0000189600	SSTP_0000189600.1
XLOC_004490	TCONS_00006335	TCONS_00006335.p1	SSTP_0000189700	SSTP_0000189700.1
XLOC_004490	TCONS_00010815	TCONS_00010815.p1	SSTP_0000189700	SSTP_0000189700.1
XLOC_004491	TCONS_00006336	TCONS_00006336.p1	SSTP_0000189800	SSTP_0000189800.1
XLOC_004491	TCONS_00010816	TCONS_00010816.p1	SSTP_0000189800	SSTP_0000189800.1
XLOC_004492	TCONS_00006337	TCONS_00006337.p1	SSTP_0000190000	SSTP_0000190000.1
XLOC_004493	TCONS_00006338	TCONS_00006338.p1	SSTP_0000190400	SSTP_0000190400.1
XLOC_004494	TCONS_00006339	TCONS_00006339.p1	SSTP_0000190700	SSTP_0000190700.1
XLOC_004495	TCONS_00006340	TCONS_00006340.p1	SSTP_0000191100	SSTP_0000191100.1
XLOC_004496	TCONS_00006341	TCONS_00006341.p1	SSTP_0000191400	SSTP_0000191400.1
XLOC_004496	TCONS_00010817	TCONS_00010817.p1	SSTP_0000191400	SSTP_0000191400.1
XLOC_004497	TCONS_00006342	TCONS_00006342.p1	SSTP_0000191500	SSTP_0000191500.1
XLOC_004498	TCONS_00006343	TCONS_00006343.p1	SSTP_0000191600	SSTP_0000191600.1
XLOC_004499	TCONS_00006344	TCONS_00006344.p1	SSTP_0000191800	SSTP_0000191800.1
XLOC_004499	TCONS_00010818	TCONS_00010818.p1	SSTP_0000191700	SSTP_0000191700.1
XLOC_004499	TCONS_00010819	TCONS_00010819.p1	SSTP_0000191800	SSTP_0000191800.1
XLOC_004500	TCONS_00006345	TCONS_00006345.p1	SSTP_0000192000	SSTP_0000192000.1
XLOC_004500	TCONS_00010820	TCONS_00010820.p1	SSTP_0000192000	SSTP_0000192000.1
XLOC_004502	TCONS_00006347	TCONS_00006347.p1	SSTP_0000192100	SSTP_0000192100.1
XLOC_004502	TCONS_00010821	TCONS_00010821.p1	SSTP_0000192100	SSTP_0000192100.1
XLOC_004503	TCONS_00006348	TCONS_00006348.p1	SSTP_0000192300	SSTP_0000192300.1
XLOC_004504	TCONS_00006349	TCONS_00006349.p1	SSTP_0000192400	SSTP_0000192400.1
XLOC_004505	TCONS_00006350	TCONS_00006350.p1	SSTP_0000192800	SSTP_0000192800.1
XLOC_004506	TCONS_00010822	TCONS_00010822.p1	SSTP_0000193300	SSTP_0000193300.1
XLOC_004507	TCONS_00006351	TCONS_00006351.p1	SSTP_0000193400	SSTP_0000193400.1
XLOC_004508	TCONS_00006352	TCONS_00006352.p1	SSTP_0000193700	SSTP_0000193700.1
XLOC_004509	TCONS_00006353	TCONS_00006353.p1	SSTP_0000194100	SSTP_0000194100.1
XLOC_004510	TCONS_00006354	TCONS_00006354.p1	SSTP_0000194200	SSTP_0000194200.1
XLOC_004511	TCONS_00006355	TCONS_00006355.p1	SSTP_0000194400	SSTP_0000194400.1
XLOC_004512	TCONS_00006356	TCONS_00006356.p1	SSTP_0000194600	SSTP_0000194600.1
XLOC_004513	TCONS_00006357	TCONS_00006357.p1	SSTP_0000194800	SSTP_0000194800.1
XLOC_004514	TCONS_00006358	TCONS_00006358.p1	SSTP_0000194900	SSTP_0000194900.1
XLOC_004514	TCONS_00006359	TCONS_00006359.p1	SSTP_0000195000	SSTP_0000195000.1
XLOC_004514	TCONS_00006360	TCONS_00006360.p1	SSTP_0000195200	SSTP_0000195200.1
XLOC_004514	TCONS_00006361	TCONS_00006361.p1	SSTP_0000195300	SSTP_0000195300.1
XLOC_004514	TCONS_00010823	TCONS_00010823.p1	SSTP_0000194900	SSTP_0000194900.1
XLOC_004515	TCONS_00006362	TCONS_00006362.p1	SSTP_0000195700	SSTP_0000195700.1
XLOC_004516	TCONS_00006363	TCONS_00006363.p1	SSTP_0000195800	SSTP_0000195800.1
XLOC_004517	TCONS_00006364	TCONS_00006364.p1	SSTP_0000195900	SSTP_0000195900.1
XLOC_004518	TCONS_00006365	TCONS_00006365.p1	SSTP_0000196200	SSTP_0000196200.1
XLOC_004519	TCONS_00006366	TCONS_00006366.p1	SSTP_0000197100	SSTP_0000197100.1
XLOC_004520	TCONS_00006367	TCONS_00006367.p1	SSTP_0000197300	SSTP_0000197300.1
XLOC_004522	TCONS_00006368	TCONS_00006368.p1	SSTP_0000197500	SSTP_0000197500.1
XLOC_004523	TCONS_00006369	TCONS_00006369.p1	SSTP_0000198000	SSTP_0000198000.1
XLOC_004524	TCONS_00006370	TCONS_00006370.p1	SSTP_0000198100	SSTP_0000198100.1
XLOC_004525	TCONS_00006371	TCONS_00006371.p1	SSTP_0000198300	SSTP_0000198300.1
XLOC_004526	TCONS_00006372	TCONS_00006372.p1	SSTP_0000198400	SSTP_0000198400.1
XLOC_004527	TCONS_00006373	TCONS_00006373.p1	SSTP_0000198500	SSTP_0000198500.1
XLOC_004528	TCONS_00006374	TCONS_00006374.p1	SSTP_0000198800	SSTP_0000198800.1
XLOC_004529	TCONS_00006376	TCONS_00006376.p1	SSTP_0000199000	SSTP_0000199000.1
XLOC_004529	TCONS_00010825	TCONS_00010825.p1	SSTP_0000199000	SSTP_0000199000.1
XLOC_004531	TCONS_00006377	TCONS_00006377.p1	SSTP_0000199600	SSTP_0000199600.1
XLOC_004531	TCONS_00010827	TCONS_00010827.p1	SSTP_0000199600	SSTP_0000199600.1
XLOC_004532	TCONS_00006378	TCONS_00006378.p1	SSTP_0000199700	SSTP_0000199700.1
XLOC_004533	TCONS_00006379	TCONS_00006379.p1	SSTP_0000200000	SSTP_0000200000.1
XLOC_004534	TCONS_00006380	TCONS_00006380.p1	SSTP_0000200300	SSTP_0000200300.1
XLOC_004534	TCONS_00006381	TCONS_00006381.p1	SSTP_0000200400	SSTP_0000200400.1
XLOC_004534	TCONS_00010828	TCONS_00010828.p1	SSTP_0000200200	SSTP_0000200200.1
XLOC_004535	TCONS_00006382	TCONS_00006382.p1	SSTP_0000200500	SSTP_0000200500.1
XLOC_004535	TCONS_00010829	TCONS_00010829.p1	SSTP_0000200500	SSTP_0000200500.1
XLOC_004536	TCONS_00006383	TCONS_00006383.p1	SSTP_0000200700	SSTP_0000200700.1
XLOC_004537	TCONS_00006384	TCONS_00006384.p1	SSTP_0000201000	SSTP_0000201000.1
XLOC_004538	TCONS_00006385	TCONS_00006385.p1	SSTP_0000201100	SSTP_0000201100.1
XLOC_004539	TCONS_00006386	TCONS_00006386.p1	SSTP_0000201300	SSTP_0000201300.1
XLOC_004539	TCONS_00006387	TCONS_00006387.p1	SSTP_0000201400	SSTP_0000201400.1
XLOC_004539	TCONS_00010830	TCONS_00010830.p1	SSTP_0000201300	SSTP_0000201300.1
XLOC_004540	TCONS_00006388	TCONS_00006388.p1	SSTP_0000180800	SSTP_0000180800.1
XLOC_004540	TCONS_00010831	TCONS_00010831.p1	SSTP_0000180800	SSTP_0000180800.1
XLOC_004541	TCONS_00010832	TCONS_00010832.p1		
XLOC_004542	TCONS_00006389	TCONS_00006389.p1	SSTP_0000201800	SSTP_0000201800.1
XLOC_004543	TCONS_00006390	TCONS_00006390.p1	SSTP_0000201900	SSTP_0000201900.1
XLOC_004544	TCONS_00006391	TCONS_00006391.p1	SSTP_0000202200	SSTP_0000202200.1
XLOC_004545	TCONS_00006392	TCONS_00006392.p1	SSTP_0000202300	SSTP_0000202300.1
XLOC_004545	TCONS_00006393	TCONS_00006393.p1	SSTP_0000202300	SSTP_0000202300.1
XLOC_004545	TCONS_00010833	TCONS_00010833.p1	SSTP_0000202300	SSTP_0000202300.1
XLOC_004546	TCONS_00006394	TCONS_00006394.p1	SSTP_0000202900	SSTP_0000202900.1
XLOC_004546	TCONS_00010834	TCONS_00010834.p1	SSTP_0000202900	SSTP_0000202900.1
XLOC_004547	TCONS_00006395	TCONS_00006395.p1	SSTP_0000203200	SSTP_0000203200.1
XLOC_004548	TCONS_00006396	TCONS_00006396.p1	SSTP_0000203600	SSTP_0000203600.1
XLOC_004549	TCONS_00006397	TCONS_00006397.p1	SSTP_0000203800	SSTP_0000203800.1
XLOC_004550	TCONS_00006398	TCONS_00006398.p1	SSTP_0000203900	SSTP_0000203900.1
XLOC_004551	TCONS_00006399	TCONS_00006399.p1	SSTP_0000204000	SSTP_0000204000.1
XLOC_004552	TCONS_00006400	TCONS_00006400.p1	SSTP_0000204300	SSTP_0000204300.1
XLOC_004553	TCONS_00006401	TCONS_00006401.p1	SSTP_0000204500	SSTP_0000204500.1
XLOC_004554	TCONS_00006402	TCONS_00006402.p1	SSTP_0000204600	SSTP_0000204600.1
XLOC_004555	TCONS_00006403	TCONS_00006403.p1	SSTP_0000204700	SSTP_0000204700.1
XLOC_004556	TCONS_00006404	TCONS_00006404.p1	SSTP_0000205200	SSTP_0000205200.1
XLOC_004556	TCONS_00006405	TCONS_00006405.p1	SSTP_0000205300	SSTP_0000205300.1
XLOC_004556	TCONS_00010835	TCONS_00010835.p1	SSTP_0000205300	SSTP_0000205300.1
XLOC_004557	TCONS_00006406	TCONS_00006406.p1	SSTP_0000205400	SSTP_0000205400.1
XLOC_004558	TCONS_00006407	TCONS_00006407.p1	SSTP_0000205800	SSTP_0000205800.1
XLOC_004558	TCONS_00010836	TCONS_00010836.p1	SSTP_0000205800	SSTP_0000205800.1
XLOC_004559	TCONS_00006408	TCONS_00006408.p1	SSTP_0000206100	SSTP_0000206100.1
XLOC_004560	TCONS_00006409	TCONS_00006409.p1	SSTP_0000206200	SSTP_0000206200.1
XLOC_004561	TCONS_00006410	TCONS_00006410.p1	SSTP_0000206300	SSTP_0000206300.1
XLOC_004562	TCONS_00006411	TCONS_00006411.p1	SSTP_0000206500	SSTP_0000206500.1
XLOC_004562	TCONS_00010837	TCONS_00010837.p1	SSTP_0000206500	SSTP_0000206500.1
XLOC_004563	TCONS_00006412	TCONS_00006412.p1	SSTP_0000206600	SSTP_0000206600.1
XLOC_004564	TCONS_00006413	TCONS_00006413.p1	SSTP_0000206700	SSTP_0000206700.1
XLOC_004564	TCONS_00010838	TCONS_00010838.p1	SSTP_0000206700	SSTP_0000206700.1
XLOC_004565	TCONS_00006414	TCONS_00006414.p1	SSTP_0000206800	SSTP_0000206800.1
XLOC_004566	TCONS_00006415	TCONS_00006415.p1	SSTP_0000206900	SSTP_0000206900.1
XLOC_004567	TCONS_00006416	TCONS_00006416.p1	SSTP_0000207100	SSTP_0000207100.1
XLOC_004567	TCONS_00010839	TCONS_00010839.p1	SSTP_0000207100	SSTP_0000207100.1
XLOC_004568	TCONS_00006417	TCONS_00006417.p1	SSTP_0000207300	SSTP_0000207300.1
XLOC_004569	TCONS_00006418	TCONS_00006418.p1	SSTP_0000207400	SSTP_0000207400.1
XLOC_004570	TCONS_00006419	TCONS_00006419.p1	SSTP_0000207500	SSTP_0000207500.1
XLOC_004571	TCONS_00006420	TCONS_00006420.p1	SSTP_0000207900	SSTP_0000207900.1
XLOC_004571	TCONS_00010840	TCONS_00010840.p1	SSTP_0000207900	SSTP_0000207900.1
XLOC_004572	TCONS_00006421	TCONS_00006421.p1	SSTP_0000208100	SSTP_0000208100.1
XLOC_004573	TCONS_00006422	TCONS_00006422.p1	SSTP_0000208200	SSTP_0000208200.1
XLOC_004574	TCONS_00006423	TCONS_00006423.p1	SSTP_0000208300	SSTP_0000208300.1
XLOC_004575	TCONS_00006424	TCONS_00006424.p1	SSTP_0000208500	SSTP_0000208500.1
XLOC_004576	TCONS_00006425	TCONS_00006425.p1	SSTP_0000208700	SSTP_0000208700.1
XLOC_004577	TCONS_00006426	TCONS_00006426.p1	SSTP_0001287500	SSTP_0001287500.1
XLOC_004578	TCONS_00006427	TCONS_00006427.p1	SSTP_0000209000	SSTP_0000209000.1
XLOC_004578	TCONS_00010841	TCONS_00010841.p1	SSTP_0000209000	SSTP_0000209000.1
XLOC_004579	TCONS_00010842	TCONS_00010842.p1	SSTP_0000209200	SSTP_0000209200.1
XLOC_004580	TCONS_00006428	TCONS_00006428.p1	SSTP_0000209500	SSTP_0000209500.1
XLOC_004580	TCONS_00006429	TCONS_00006429.p1	SSTP_0000209600	SSTP_0000209600.1
XLOC_004580	TCONS_00010843	TCONS_00010843.p1	SSTP_0000209500	SSTP_0000209500.1
XLOC_004581	TCONS_00006430	TCONS_00006430.p1	SSTP_0000209700	SSTP_0000209700.1
XLOC_004582	TCONS_00006431	TCONS_00006431.p1	SSTP_0000209800	SSTP_0000209800.1
XLOC_004583	TCONS_00006432	TCONS_00006432.p1	SSTP_0000210100	SSTP_0000210100.1
XLOC_004583	TCONS_00010844	TCONS_00010844.p1	SSTP_0000210100	SSTP_0000210100.1
XLOC_004584	TCONS_00006433	TCONS_00006433.p1	SSTP_0000210200	SSTP_0000210200.1
XLOC_004585	TCONS_00006434	TCONS_00006434.p1	SSTP_0000210400	SSTP_0000210400.1
XLOC_004586	TCONS_00006435	TCONS_00006435.p1	SSTP_0000210600	SSTP_0000210600.1
XLOC_004586	TCONS_00006436	TCONS_00006436.p1	SSTP_0000210800	SSTP_0000210800.1
XLOC_004586	TCONS_00010845	TCONS_00010845.p1	SSTP_0000210700	SSTP_0000210700.1
XLOC_004586	TCONS_00010846	TCONS_00010846.p1	SSTP_0000210800	SSTP_0000210800.1
XLOC_004587	TCONS_00006437	TCONS_00006437.p1	SSTP_0000210900	SSTP_0000210900.1
XLOC_004587	TCONS_00006438	TCONS_00006438.p1	SSTP_0000211000	SSTP_0000211000.1
XLOC_004587	TCONS_00006439	TCONS_00006439.p1	SSTP_0000211050	SSTP_0000211050.1
XLOC_004587	TCONS_00010847	TCONS_00010847.p1	SSTP_0000210900	SSTP_0000210900.1
XLOC_004588	TCONS_00006440	TCONS_00006440.p1	SSTP_0000211600	SSTP_0000211600.1
